mean_spd,std_spd,morning_spd,evening_spd,label
37.69548611111111,7.971500659185089,44.896,43.8,1
36.560069444444444,9.188493751250173,44.59000000000001,43.474,1
36.56840277777778,8.965674469572697,43.832,43.517999999999994,1
32.146874999999994,9.776955446158444,40.932,41.406000000000006,1
34.844791666666666,9.648301864903825,43.762,42.88400000000001,1
36.55659722222222,7.931205176923564,42.742,41.553999999999995,1
33.78628472222223,9.487177909431303,36.794000000000004,42.398,1
32.60659722222223,9.031601982693335,31.528000000000002,41.994,1
34.74583333333333,8.983325629900227,43.128000000000014,43.416000000000004,1
35.95746527777778,8.894605782141,41.096,42.861999999999995,1
35.429861111111116,9.949959850468685,42.56,35.94,1
34.04270833333333,10.338064317078018,44.136,41.88400000000001,1
35.170138888888886,8.764054555138907,45.470000000000006,37.786,1
35.06302083333333,8.963849905508477,43.80000000000001,42.386,1
33.82083333333333,8.111933610364098,39.754,37.028,1
33.30520833333334,9.044509988498866,42.562000000000005,34.318000000000005,1
34.81215277777778,10.572271184446773,44.156000000000006,44.025999999999996,1
35.57378472222222,8.095843467161602,42.733999999999995,40.646,1
32.969791666666666,8.656323782060179,42.897999999999996,37.861999999999995,1
33.42378472222222,8.64809893807261,42.75599999999999,36.082,1
36.195833333333326,8.650943031312277,44.775999999999996,40.194,1
33.40694444444445,10.929933821795045,42.828,45.284,1
36.52760416666666,8.593287641980938,44.82599999999999,44.315999999999995,1
36.083506944444444,8.962675052933763,43.97599999999999,44.298,1
31.964930555555554,11.829203483220054,43.79200000000001,38.56799999999999,1
36.32309027777777,8.640862719391828,44.792,43.532,1
34.82361111111111,9.948623150661758,45.974000000000004,44.586000000000006,1
37.28472222222222,7.974346450731802,44.75,43.98,1
36.596180555555556,8.391679303230177,43.50200000000001,43.83599999999999,1
33.02847222222223,11.201187021433093,42.922,42.536,1
34.94583333333334,8.540282698566164,43.966,39.331999999999994,1
30.994270833333342,8.522926254540222,39.510000000000005,33.988,1
36.9875,8.24740588504971,43.025999999999996,43.95199999999999,1
34.77204861111111,8.849881884941723,43.472,42.76599999999999,1
34.71944444444445,11.129109445153237,42.693999999999996,44.53200000000001,1
35.69670138888889,8.826496253869932,44.403999999999996,43.702000000000005,1
35.63645833333333,10.091484350799888,41.446,44.032,1
37.964756944444446,7.654846289620821,44.382,43.746,1
36.88402777777778,7.814695467744159,44.605999999999995,43.82,1
35.29392361111112,10.376681991414156,44.12000000000001,42.052,1
36.83802083333333,8.66286704314628,43.966,44.818000000000005,1
35.764062499999994,9.426091660708597,44.785999999999994,42.937999999999995,1
37.20677083333333,7.643087856041839,44.286,41.782,1
36.45885416666667,8.34456152502099,43.666000000000004,43.181999999999995,1
34.43819444444445,10.287359020352483,43.84,41.542,1
36.18559027777778,8.853125533172296,43.12,45.233999999999995,1
34.71597222222223,9.504597553881311,45.077999999999996,42.096000000000004,1
36.10746527777778,8.334721557932665,44.696000000000005,44.56399999999999,1
35.40746527777778,9.542676278501826,43.604000000000006,43.036,1
36.39010416666667,9.260773798554661,44.04600000000001,43.70399999999999,1
37.90850694444444,7.646134196199611,44.327999999999996,43.102,1
34.577083333333334,9.091967920204125,44.52,42.733999999999995,1
36.89357638888888,7.900820452328251,44.82,44.464000000000006,1
35.43368055555556,9.92549216757939,41.556,46.715999999999994,1
36.04635416666666,9.006868008946002,43.76800000000001,44.19799999999999,1
37.64513888888889,7.8936436728296995,43.775999999999996,44.98400000000001,1
34.55659722222222,9.978446714480189,43.644,43.946,1
36.67552083333334,8.309680120191926,44.94,44.554,1
34.99670138888889,8.65315683595264,40.942,44.614000000000004,1
36.135243055555556,8.60995894136999,43.538000000000004,43.806000000000004,1
36.572048611111114,7.336305949670841,41.856,43.528,1
35.718229166666674,8.855348744281036,43.906000000000006,43.45000000000001,1
34.128993055555554,5.760485185716955,36.968,33.244,1
34.07864583333333,5.459925645584708,35.876,33.568000000000005,1
33.976215277777776,5.03816257594446,36.168,34.176,1
33.20503472222222,5.8281024098018905,35.17,33.583999999999996,1
34.05833333333333,5.680687375594035,36.54,34.306,1
33.39652777777778,7.055266283192424,36.37,33.894,1
33.564236111111114,6.292818934797654,32.978,35.416,1
32.497569444444444,6.13069000402681,33.684,34.518,1
34.020312499999996,6.375501257023648,36.18600000000001,33.07,1
34.10850694444444,5.585018118121243,37.214000000000006,32.964,1
30.496701388888887,8.530021662871514,38.638,30.472,1
33.99670138888889,6.611705480433779,38.172,33.644,1
34.60920138888889,5.473344694741463,37.624,34.554,1
34.37135416666667,4.302625068536729,36.858000000000004,32.35999999999999,1
33.38767361111112,4.455687256132099,35.696,32.44,1
33.21458333333333,4.835281106594625,34.85,32.172000000000004,1
32.94878472222222,4.56372688135154,35.492,31.458000000000002,1
32.888888888888886,4.460896475754873,35.39000000000001,32.028,1
33.61371527777778,4.316282003043895,35.663999999999994,32.13,1
32.39722222222222,4.464243453148787,35.7,30.398000000000003,1
32.891840277777774,4.239413264188117,35.428000000000004,30.66,1
32.782812500000006,5.6828498095368145,33.891999999999996,33.03999999999999,1
32.813715277777774,3.742792527607363,35.474000000000004,31.492000000000004,1
33.993923611111114,3.96408170767016,34.698,33.488,1
33.325520833333336,6.361706245025505,35.257999999999996,33.766,1
33.8125,3.9794572669363872,35.843999999999994,32.482,1
33.43819444444445,4.739957240104367,34.962,31.844,1
33.07864583333333,4.220747317234326,34.896,31.962,1
33.454687500000006,3.9554867163634264,34.547999999999995,30.997999999999998,1
32.692708333333336,5.173085899777892,34.626,32.114000000000004,1
33.77222222222222,3.853116652335864,35.156000000000006,32.602000000000004,1
32.71927083333334,5.713296901734526,35.05,32.908,1
34.03229166666667,4.164958636559416,34.934000000000005,32.647999999999996,1
34.2703125,3.8755818589224846,35.488,32.99,1
33.393229166666664,4.39402678845759,34.641999999999996,31.53,1
33.80538194444445,4.129991081642475,34.954,32.014,1
33.084201388888886,4.518978799999096,34.158,30.67,1
32.80677083333333,4.003060369717932,33.716,30.34,1
32.97378472222223,3.7366275272678453,34.396,31.497999999999998,1
33.23767361111111,3.881362929790343,34.547999999999995,30.907999999999998,1
32.69184027777778,3.963818647977161,34.025999999999996,29.682,1
31.905381944444443,4.799916215146413,32.988,29.028000000000002,1
31.211805555555557,3.788100229510724,33.018,28.998,1
32.63194444444444,3.5302012612084908,32.982,31.562,1
33.175000000000004,3.6413876246223245,33.828,32.36,1
31.16336805555555,4.84850134286138,34.782,28.336,1
32.10798611111112,4.313576182719737,34.666,28.598000000000003,1
31.87743055555556,4.5263815526662645,34.034000000000006,29.804000000000006,1
30.82013888888889,5.885341204690281,35.488,29.766,1
32.39184027777778,4.294798054600545,33.711999999999996,30.232000000000003,1
32.66822916666667,4.421716205857107,34.88,30.502,1
32.920833333333334,3.9741060836071127,34.406000000000006,31.67,1
33.026041666666664,3.726335173336104,34.897999999999996,31.442000000000004,1
32.583506944444444,4.394536185499659,34.652,31.384,1
32.942187499999996,4.083400971108968,34.726,30.452,1
32.74774305555556,3.8504993264081184,35.37,30.497999999999998,1
34.39826388888889,3.339461103192661,35.216,34.544000000000004,1
33.350520833333334,4.1568056039262595,32.754,34.022,1
32.87725694444445,5.397127424426042,34.562,31.048000000000002,1
33.568749999999994,3.8707870207851456,35.214,31.698,1
33.352777777777774,3.7368831120271784,35.264,31.642,1
33.202777777777776,3.4068376509181517,33.93,31.516000000000005,1
49.69965277777778,5.321624403334613,46.812,46.38799999999999,1
48.988194444444446,5.687274094333816,44.507999999999996,49.06400000000001,1
48.36493055555555,6.06264503360728,46.02,49.04,1
44.64791666666667,9.25721843782326,40.828,48.803999999999995,1
49.062847222222224,5.834868296056625,45.656000000000006,49.535999999999994,1
48.88611111111111,5.28785487831239,46.211999999999996,48.016000000000005,1
40.973958333333336,9.808176686907858,39.54,41.20400000000001,1
44.50486111111111,8.047548849764969,41.816,44.416,1
44.71041666666667,7.389277651843099,44.684000000000005,41.78,1
51.45972222222222,5.924817225537016,53.996,51.908,1
51.723958333333336,6.876512741395772,55.184000000000005,52.51200000000001,1
49.60972222222222,6.517751899086145,47.815999999999995,51.456,1
47.21944444444445,7.327931174624848,45.163999999999994,47.68,1
48.02569444444445,5.849604608905333,46.592000000000006,48.836000000000006,1
48.81979166666667,5.058679086756488,45.416,49.79600000000001,1
46.160069444444446,8.783039325091368,41.736,48.632,1
49.27395833333334,6.0118508653763305,46.82,49.38000000000001,1
48.53888888888889,5.166821398155117,46.727999999999994,50.6,1
44.844097222222224,6.82247514663142,45.54800000000001,39.804,1
45.03923611111111,11.059800489651094,46.24,50.65599999999999,1
50.80694444444444,4.939059324138128,47.992,50.76,1
